ISBN,Book_Title,Book_Author,Year_Publication,Publisher
881846392,What Happened Was This,Josh Greenfeld,1990,Pub Group West
449900002,Personhood the Art of Being Fully Human,Leo F. Buscaglia,1982,Ballantine Books
5550205599,Glitter and the Gold,Fred Mustard Stewart,1989,New American Library
691001871,Power in the Portrayal: Representations of Jews and Muslims in Eleventh- and Twelfth-Century Islamic Spain.,Ross Brann,2002,Princeton University Press
3446197427,Sonst noch was. Sonderausgabe. ( Ab 8 J.).,Elke Heidenreich,1999,Carl Hanser
1885378009,A Guide to Biltmore Estate,Rachel Carley,1994,Biltmore Company
812513428,The Hawthorne Group,Thomas Hauser,1993,Tor Books
743467310,No Way Out,Andrea Kane,2003,Pocket
9509779342,No Se Si Casarme O Comprarme un Perro (Colección Andanzas),Paula Perez Alonso,1995,Tusquets
224656221X,Riven Rock,T. Coraghessan Boyle,1999,Grasset
820315184,Willie Mae,Elizabeth Kytle,1993,University of Georgia Press
938721658,Next Step  The Real World,Jack O'Brien,1999,Kiplinger Books
1880448823,To Serve Man: A Cookbook for People,Karl Wurf,1979,Wildside Press
395909376,Adventuras Literarias,Ana C. Jarvis,1998,Houghton Mifflin Company
345367871,Twelve Steps to Happiness: A Handbook for All Twelve Steppers,Joe Klaas,1993,Ballantine Books
140350624,Phoenix and the Carpet (Puffin Classics),Edith Nesbit,1994,Penguin USA
684844397,Farewell : A Memoir of a Texas Childhood,Horton Foote,1999,Scribner
2211067115,Tu m'aimes ou tu m'aimes pas,Carl Norac,2002,L'Ecole des loisirs
3473580112,Das kurze Leben der Sophie Scholl. ( Ab 13 J.).,Hermann Vinke,1997,Ravensburger Buchverlag
8476408900,Los cuentos Clásicos de la India,Ramiro Calle,2001,Editorial Edaf
380733358,Eye of the Needle,Ken Follett,2000,Avon
553579959,Distance Haze,Jamil Nasir,2000,Spectra Books
151032661,Across the Street,Georges Simenon,1992,Harcourt
3224176601,Japan: Quo vadis?,Hans Ambros,1991,J&amp
1570670250,Vegan Vittles: Recipes Inspired by the Critters of Farm Sanctuary,Joanne Stepaniak,1996,Book Publishing Company (TN)
140440410,Anna Karenina (Penguin Classics),Leo Tolstoy,1977,Penguin Books
515120197,The Jigsaw Man,Deanie Francis Mills,1997,Jove Books
800712013,Devil on the Deck,Lois Hoadley Dick,1984,Fleming H. Revell Company
805012958,An Age of Barns,Eric Sloane,1990,Henry Holt &amp
440118107,Candlelight Ecstasy #494: Destiny's Lady,Kathy Clark,1987,Dell Publishing Company
373047150,An Innocent Woman (Fortune's Heirs),Stella Bagwell,2001,Harlequin Mills &amp
969428774,Why Do Golfers Yell Fore?: That's a Good Question,Ty Reynolds,1992,Script the Writers Group
152012834,Den of the White Fox,Lensey Namioka,1997,Browndeer Press
393306305,After the Stroke: A Journal,May Sarton,1990,W. W. Norton &amp
068481112X,CULT ROCKERS,Wayne Jancik,1995,Fireside
6717837,It's My Life (Tracks),Robert Leeson,1982,HarperCollins Publishers
553124552,Montgomery Clift : a biography,Patricia Bosworth,1978,Bantam Books
61008737,The House Next Door,Anne Rivers Siddons,1995,HarperTorch
689821638,The VIEW FROM SATURDAY,E.L. Konigsburg,1998,Aladdin
380794764,Blood at the Root (Inspector Banks Mysteries (Paperback)),Peter Robinson,1998,Avon
575072180,The Masks of Time,Robert Silverberg,2002,Gollancz
1893554694,The War over Iraq: Saddam's Tyranny and America's Mission,William Kristol,2003,Encounter Books
764550039,Chess for Dummies,James  Eade,1996,For Dummies
3746619637,Savannas Geheimnis.,Barbara Voors,2003,Aufbau Tb
64442152,First Flight : The Story of Tom Tate and the Wright Brothers (I Can Read Book 4),George Shea,1997,HarperTrophy
140293744,AN ACCIDENTAL MP,Martin Bell,2001,Penguin Uk
1567997848,Cottage Gardens (For Your Garden),Teri Dunn,1999,Friedman/Fairfax Publishing
307199061,1998 Handbook of United States Coins: With Premium List (55th ed),R. S. Yeoman,1997,Whitman Pub Llc
525249753,Paper Star,Mary-Rose Hayes,1991,Penguin USA
816714835,The Room of Doom (2 of a Kind),Molly Albright,1988,Troll Communications Llc
375728090,The House on Hope Street,Danielle Steel,2001,Random House Large Print Publishing
1854710486,The Observer's Book of Insects,E.F. Linssen,1992,Godfrey Cave / Claremont
9687723513,Diario De UN Killer Sentimental (Andanzas),Luis Sepulveda,1998,Oceano De Mexico
743448448,Alphabetical Hook-Up List R-Z,Phoebe McPhee,2002,MTV
033048172X,Absolutely Mental 1,Rowland Morgan,2000,Pan Macmillan
590426044,The Winter Hero,James Lincoln Collier,1985,Scholastic Paperbacks (Mm)
1569873348,Bugs and Butterflies,Virajeananda,1995,Landoll
151006105,All the King's Men,Robert Penn Warren,2001,Harcourt
081253221X,Gremlins Go Home,Ben Bova,1983,Tor Books (Mm)
078600049X,More Than Magic,Olga Bicos,1994,Pinnacle Books
307020851,Theodore Mouse up in the air (A Little golden book),Michaela Muntean,1986,Western Pub. Co
446391719,To Asmara,Thomas Keneally,1990,Warner Books
878682244,Outcome Measures for Child Welfare Services: Theory and Applications,Stephen Magura,1986,CWLA Press (Child Welfare League of America)
1875989285,How To Be a Man,John Birmingham,2000,Duffy &amp
28617363,The Complete Idiot's Guide to Chess,Patrick Wolff,1997,Alpha Books
393322955,Grand Ambition: A Novel,Lisa Michaels,2002,W. W. Norton &amp
451121228,Return to Yesterday,June Lund-Shiplett,1991,New Amer Library (Mm)
596004990,Perl 6 Essentials,Allison Randal,2003,O'Reilly
380764768,Beloved Intruder (Avon romance),Joan Van Nuys,1992,Harper Mass Market Paperbacks (Mm)
449501116,Halverton Scandal,H. Tucker,1980,Ivy Books
446603589,Absolute Power,David Baldacci,1996,Warner Books
789206765,Little Red Car Gets into Trouble (Little Red Car Books),Mathew Price,2000,Abbeville Kids
060960872X,Underdogs: Beauty Is More Than Fur Deep,Jim Dratfield,2002,Clarkson N Potter Publishers
938077961,Teachings on Love,Nhat Hanh,1997,Scb Distributors
055328990X,Texas! Chase,SANDRA BROWN,1991,Bantam
140217932,Behavioural Science in Management (Pelican S.),Saul W. Gellerman,1975,Penguin Books Ltd
441749569,San Diego Lightfoot Sue and Other Stories,Tom Reamy,1983,Ace Books
671739980,FATAL VOYAGE : A Novel,Dan Kurzman,1991,Pocket
8482111493,El arte en el noventa y ocho,Arturo Colorado Castellary,1998,Celeste
1585672815,Dead and Buried: A Benny Cooperman Mystery (Benny Cooperman Mysteries (Paperback)),Howard Engle,2003,Overlook Press
425157474,Chance,Robert B. Parker,1997,Berkley Publishing Group
440505127,Rain of Gold,Victor E. Villasenor,1992,Laurel
749933062,Why Not?,Shari Low,2002,Piatkus Books
1412001153,American Whitetail Deer Hunting Tips and Resources,Terry F. Townsend,2003,Not Avail
671498053,LONDON EMBASSY,Phyllis Theroux,1984,Pocket
805070648,Accidents in the Home: A Novel,Tessa Hadley,2002,Henry Holt &amp
670031763,River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,2003,Viking Books
743411471,When Night Falls,Linda Anderson,2000,Pocket
446349038,The Magic Cup,Andrew M. Greeley,1984,Warner Books
553576615,The Northbury Papers,Joanne Dobson,1999,Bantam Books
809123320,The Cloud of Unknowing (The Classics of Western Spirituality),James Walsh,1982,Paulist Press
26229609,PETER SELLERS,John N. Walker,1982,Scribner
155748659X,Peter (Young Reader's Christian Library),Susan Martins Miller,1998,Barbour Publishing
1592281478,Spotted in France: A Dog's Life...On the Road,Gregory Edmont,2003,The Lyons Press
743444051,CSI: Sin City,Max Allan Collins,2002,Pocket
812582543,O'Farrell's Law,Brian Freemantle,1993,Tor Books (Mm)
2290331562,Petit trait�?© de toutes v�?©rit�?©s sur l'existence,Fred Vargas,2003,J'ai lu
64470687,Weetzie Bat,Francesca Lia Block,1991,HarperTrophy
263794059,A Voice in the Dark (Love on Call),Josie Metcalfe,1995,Harlequin Mills &amp
553268724,STRANGE TOYS,PATRICIA GEARY,1987,Spectra
861639251,The Three Bears Pop-up Book: Counting,Alan Fredman,1999,Award Publications
440506751,Your Four-Year-Old: Wild and Wonderful,Louise B. Ames,1980,Dell Publishing Company
440027454,First Families,Terry Nelsen Bonner,1982,Bantam Books (Mm)
812521757,Burning Bright,Melissa Scott,1994,Tor Books
131894404,Cram Course for the Gre (Gre Cram Course),Suzee J. Vlk,1991,Petersons
553111493,Sackett's Gold,Louis L'Amour,1977,Bantam Books
671613472,Teddy's Dinner,Michelle Cartlidge,1986,Marcel Dekker
689835310,Little Women (Aladdin Classics),Louisa May Alcott,2000,Aladdin
449244296,Athabasca,Alistair Maclean,1982,Ballantine Books
130443301,Arriba!: Comunicación y cultura,Eduardo Zayas-Bazán,1993,Prentice Hall
765108917,Dinosaurus: The Ultimate Dinosaur Encyclopedia (Children's Treasury Series),Paul Barret,1998,Smithmark Publishers
9726995922,Os baptizados em pé: Estudos acerca da origem e da luta dos Cristãos-novos em Portugal (Colecção Documenta histórica),Elias Lipiner,1998,Vega
929543211,More Power to You!: The Personal Protection Handbook for Women,Samantha Koumanelis,1994,Round Lake Pub Co
9510154946,Yhtälö,Marja-Leena Aarnio,1989,Söderström
312396066,How to Complete and Survive a Doctoral Dissertation,David Sternberg,1981,St. Martin's Press
847814629,Li'L Sis and Uncle Willie: A Story Based on the Life and Paintings of William H. Johnson,Gwen Everett,1992,St Martins Pr
3442426340,Nur Du kannst Sie verstehen.,Terry Pratchett,1997,Goldmann
688154921,The Time of the Ghost,Diana Wynne Jones,1997,HarperTrophy
374522928,Call It Sleep,Henry Roth,1992,Farrar Straus Giroux
439319129,Posh Pup,Jenny Dale,2003,Scholastic
446364983,Fulcrum:A Top Gun Pilot's Escape From the Soviet Empire,Malcolm McConnell,1993,Warner Books
3791513141,Pu der B�?¤r oder wie man Tr�?¼bsal bl�?¤st.,Alan Alexander Milne,1998,Dressler Verlag
553264613,Hot Ice,NORA ROBERTS,2003,Bantam
1853260053,Tess of the D'Urbervilles (Wordsworth Classics),Thomas Hardy,1997,NTC/Contemporary Publishing Company
440155738,Match Made in Heaven,Melissa Carroll,1984,Dell Publishing
869143026,Headlines,Debra Adelaide,1993,McPhee Gribble
718116372,The Spike Milligan letters,Spike Milligan,1977,Joseph
185967626X,Homeopathy: Simple Remedies for Natural Health (The New Life Library),Robin Hayfield,1998,Natl Book Network
155143234X,Flight from Big Tangle (Orca Young Reader),Anita Daher,2003,Orca Book Publishers
800792963,Beyond Our Selves,Catherine Marshall,2002,Chosen Books
802079520,Quaqtaq: Modernity and Identity in an Inuit Community,Louis Jacques Dorais,1997,University of Toronto Press
1570670196,Table for Two,Joanne Stepaniak,1996,Book Publishing Company (TN)
874517451,Archyology : The Long Lost Tales of Archy and Mehitabel,Don Marquis,1996,University Press of New England
688171540,Blindsided: A Mystery,Clyde Phillips,2000,William Morrow &amp
425108821,Dangerous Deceptions,Arabella Seymour,1988,Berkley Pub Group
373273711,One Eye Open (Intimate Moments),Karen Whiddon,2004,Silhouette
034529260X,The Eye of the Beholder,Marc Behm,1981,Ballantine Books
393037843,Dwellings: A Spiritual History of the Living World,Linda Hogan,1995,W W Norton &amp
451195701,Blazing Colts: The \Matched Colts\ Saga Concludes,Don Bendell,1999,Signet Book
3491420059,Mein Esel Benjamin. ( Ab 2 J.).,Lennart Osbeck,2002,Sauerl�?¤nder
074321689X,Call Me Crazy : A Memoir (Lisa Drew Books (Hardcover)),Anne Heche,2001,Scribner
553288768,Black Milk,Robert Reed,1991,Spectra Books
192782150,Funny Stories,Judith Drazin,1987,Oxford University Press
671210416,Chess Traps : Pitfalls And Swindles (Fireside Chess Library),I. A. Horowitz,1971,Fireside
312916450,The Med,David Poyer,1993,St. Martin's Press
312253419,America: A Jake Grafton Novel,Stephen Coonts,2001,St. Martin's Press
812912446,Domestic Affairs: Enduring the Pleasures of Motherhood and Family Life,Joyce Maynard,1987,Horizon Book Promotions
446517070,The Difference: Growing Up Female in America,Judy Mann,1994,Warner Books Inc
425146383,A Dash of Death,Claudia Bishop,1995,Berkley Publishing Group
764550632,Sales Closing for Dummies,Tom  Hopkins,1998,For Dummies
64406326,Absolutely Normal Chaos,Sharon Creech,1997,HarperTrophy
441373879,Iseult: Dreams That Are Done,Dee Morrison Meaney,1985,Ace Books
785900632,L'Hebreu sans Peine,Malca Kenigsberg,1982,French &amp
140620524,The Adventures of Tom Sawyer (Penguin Popular Classics),Mark Twain,1994,Penguin Books Ltd
344255201X,Die Krallen der Katze. Historischer Roman.,Robert Goddard,2001,Goldmann
395961297,Oral Interpretation,Charlotte Lee,2000,Houghton Mifflin Company
396086772,The Type E Woman: How to Overcome the Stress of Being Everything to Everybody,Harriet B Braiker,1986,Dodd Mead
1563054884,French Farmhouse Cookbook,Susan Herrmann Loomis,1996,Workman Publishing
3550101988,Die Korrekturen. 10 CDs.,Jonathen Franzen,2002,Ullstein H�?¶rverlag
451194985,The Unexpected Wife (Signet Regency Romance),Emily Hendrickson,1998,Signet Book
874776945,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,Jeremy P. Tarcher
452261988,A Dream of Passion: The Development of the Method,Lee Strasberg,1990,Plume Books
816629919,Minstrel: My Adventure in Newspapering,Jim Klobuchar,1997,University of Minnesota Press
713469625,The Architecture of Europe: The Ancient Classical and Byzantine World 3000 B.C.-A.D. 1453,Doreen Yarwood,1993,Sterling Pub Co Inc
340286970,There's a Hippopotamus on Our Roof Eating Cake,Hazel Edwards,1987,Hodder Headline Australia
307129845,The Hoth Adventure (Star Wars),Golden Books,1998,Golden Books
788749749,Blood Lure,Nevada Barr,2001,Recorded Books
312869681,The Elvis and Marilyn Affair: A Neil Gulliver and Stevie Marriner Novel,Robert S. Levinson,1999,St Martins Pr
671556789,Hazzard's Head,Scott Sommer,1985,Simon &amp
823056600,Watercolor for the Serious Beginner,Mary Whyte,1997,Watson-Guptill Publications
880881291,Those Who Care Teach,Sarah M. Hupp,1999,Peter Pauper Press
373272847,The Impossible Alliance  (Family Secrets),Candace Irvin,2003,Harlequin
786006528,Fade to Black,Wendy Corsi Staub,1999,Pinnacle Books
140236287,The Ghost Road (The Regeneration Trilogy),Pat Barker,1996,Penguin Books Ltd
440218829,Sideswipe,Charles Willeford,1996,Dell
312081944,For the Love of a Child,Betty Mahmoody,1992,St Martins Pr
006100670X,The Tiger of Desire,John Trenhaile,1994,Harper Mass Market Paperbacks (Mm)
156028492,Madame Maigret's Own Case,Georges Simenon,2003,Harvest Books
671617044,BURGLAR IN CLOSET,Lawrence Block,1986,Pocket
62715143,The essential researcher,Maureen Croteau,1993,HarperCollins Publishers
671623729,CARNIVAL OF SPIES,Robert Moss,1988,Pocket
553208330,A Woman of Two Continents,Pixie Burger,1982,Bantam Books
1580082025,Bears' Guide to Earning Degrees by Distance Learning,John Bear,2001,Ten Speed Press
1556709633,Stairs,Rein Jansma,1999,Stewart
048624962X,Favorite Irish Crochet Designs (Dover Needlework Series),Rita Weiss,1985,Dover Publications
743442318,The Fortune Teller's Daughter,Susan Wilson,2003,Pocket
084995911X,Grandmother's Memories To Her Grandchild,Candy Paull,1999,Thomas Nelson
156619198X,Final Adventures of Sherlock Holmes,Sir Arthur Conan Doyle,1993,Barnes Noble Books
689718705,The News About Dinosaurs,Patricia Lauber,1994,Aladdin
3442442532,Falsetto.,Anne Rice,1998,Goldmann
031209423X,The Year's Best Science Fiction: Tenth Annual Collection,Gardner Dozois,1993,St Martins Pr
1580910122,Pocket Guide to Menopause (Pocket Guide Series),Ruth Appleby,2000,Crossing Press
354824789X,Browns Grabgesang. Kriminalroman.,James Ellroy,2000,Ullstein Tb
61084492,Almost a Lady,Barbara Ankrum,1996,Harper Mass Market Paperbacks (Mm)
340582375,Kidnap,Philip McCutchan,1993,Trafalgar Square
312311370,Salt: A Novel,Isabel Zuber,2003,Picador USA
439670195,The Akhenaten Adventure (Children  of the Lamp),P. B. Kerr,2004,Orchard
1875346023,Wormwood,Terry Dowling,1991,Aphelion Publications
446531626,Not Even for Love,Sandra Brown,2003,Warner Books
1573240583,Finding True Love: The Four Essential Keys to Discovering the Love of Your Life,Daphne Rose Kingma,1996,Red Wheel/Weiser
440500699,Killing Time in St. Cloud,Judith Guest,1988,Bantam Dell Pub Group
671738240,DEEPER THAN ROSES : DEEPER THAN ROSES,Charlene Cross,1992,Pocket
671691805,WATER METHOD MAN : WATER METHOD MAN,John Irving,1989,Pocket
60974354,The Snarl of the Beast: A Race Williams Mystery,Carroll John Daly,1992,Harpercollins
706365429,Baby's names (Family matters),Jenny Saville,1987,Distributed by Sterling Pub. Co
812861086,Felton and Fowler's Famous Americans You Never Knew Existed,Bruce Felton,1982,Natl Book Network
821726536,Deadly Grounds,Patricia Wallace,1989,Zebra Books
080502591X,Painted Paragraphs: Inspired Description for Writers and Readers (Handbooks for the Soul),Donald Newlove,1995,Henry Holt &amp
671689738,SWEET LIAR,Jude Deveraux,1992,Atria
8473397010,Los Duelistas,Joseph Conrad,1993,Akal Ediciones
448400596,Ghost in Mirror GB (Spine Chillers),Jim Razzi,1990,Grosset &amp
751522791,After the Cabaret,Hilary Bailey,1999,Little Brown UK Ltd
863563252,Turquoise,Aamer Hussein,2002,Saqi Books
345418956,Jurassic Park,Michael Crichton,1997,Ballantine Books
671529641,WHO KILLED THE HOMECOMING QUEEN FEAR STREET 48,R.L. Stine,1997,Simon Pulse
312503555,Madeleine,Pamela Elizabeth West,1983,St Martins Pr
708823394,The Lion of Alnwick,Carol Wensby-Scott,1983,Little
1887178856,Objects on a Table: Harmonious Disarray in Art and Literature,Guy Davenport,1998,Perseus Books Group
076150611x,Childhood Illness and the Allergy Connection: A Nutritional Approach to Overcoming and Preventing Childhood Illness,Zoltan P. Rona,1996,Prima Lifestyles
